Trade #,Type,Date/Time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Run-up USD,Run-up %,Drawdown USD,Drawdown %,Cumulative P&L USD,Cumulative P&L %
825,Entry long,2024-11-08 03:12,Long,2707.72,3.7,10018.564,1.37,0.01,1.76,0.02,-0.41,0.00,27.99,0.28
826,Exit long,2024-11-08 03:19,Exit,2708.02,3.7,10019.3965,0.24,0.00,0.54,0.01,-1,-0.01,28.23,0.28
826,Entry long,2024-11-08 03:17,Long,2707.945,3.7,10019.3965,0.24,0.00,0.54,0.01,-1,-0.01,28.23,0.28
827,Exit long,2024-11-08 03:23,Exit,2708.01,3.7,10017.084,2.52,0.03,3.15,0.03,-1.22,-0.01,30.74,0.31
827,Entry long,2024-11-08 03:20,Long,2707.32,3.7,10017.084,2.52,0.03,3.15,0.03,-1.22,-0.01,30.74,0.31
828,Exit long,2024-11-08 04:45,Exit,2704.84,3.7,10016.455,-8.58,-0.09,0.33,0.00,-11.04,-0.11,22.16,0.22
828,Entry long,2024-11-08 03:27,Long,2707.15,3.7,10016.455,-8.58,-0.09,0.33,0.00,-11.04,-0.11,22.16,0.22
829,Exit long,2024-11-08 04:57,Exit,2706.18,3.7,10010.498,2.33,0.02,2.61,0.03,-0.7,-0.01,24.49,0.24
829,Entry long,2024-11-08 04:55,Long,2705.54,3.7,10010.498,2.33,0.02,2.61,0.03,-0.7,-0.01,24.49,0.24
830,Exit long,2024-11-08 05:21,Exit,2707.095,3.7,10015.863,0.35,0.00,1.24,0.01,-4.98,-0.05,24.84,0.25
830,Entry long,2024-11-08 05:11,Long,2706.99,3.7,10015.863,0.35,0.00,1.24,0.01,-4.98,-0.05,24.84,0.25
831,Exit long,2024-11-08 05:29,Exit,2706.78,3.7,10012.9955,2.05,0.02,2.33,0.02,-2.77,-0.03,26.9,0.27
831,Entry long,2024-11-08 05:24,Long,2706.215,3.7,10012.9955,2.05,0.02,2.33,0.02,-2.77,-0.03,26.9,0.27
832,Exit long,2024-11-08 06:00,Exit,2709.135,3.7,10024.521,-0.76,-0.01,0.22,0.00,-4.66,-0.05,26.14,0.26
832,Entry long,2024-11-08 05:54,Long,2709.33,3.7,10024.521,-0.76,-0.01,0.22,0.00,-4.66,-0.05,26.14,0.26
833,Exit long,2024-11-08 06:09,Exit,2709.105,3.7,10022.301,1.35,0.01,1.59,0.02,-2.72,-0.03,27.49,0.27
833,Entry long,2024-11-08 06:05,Long,2708.73,3.7,10022.301,1.35,0.01,1.59,0.02,-2.72,-0.03,27.49,0.27
834,Exit long,2024-11-08 06:23,Exit,2707.505,3.7,10022.967,-5.24,-0.05,0,0.00,-10.91,-0.11,22.25,0.22
834,Entry long,2024-11-08 06:14,Long,2708.91,3.7,10022.967,-5.24,-0.05,0,0.00,-10.91,-0.11,22.25,0.22
835,Exit long,2024-11-08 06:29,Exit,2706.805,3.7,10015.7705,-0.63,-0.01,0.07,0.00,-4.53,-0.05,21.62,0.22
835,Entry long,2024-11-08 06:24,Long,2706.965,3.7,10015.7705,-0.63,-0.01,0.07,0.00,-4.53,-0.05,21.62,0.22
836,Exit long,2024-11-08 14:19,Exit,2688.095,3.72,10006.2606,-6.58,-0.07,2.62,0.03,-15.53,-0.16,15.04,0.15
836,Entry long,2024-11-08 14:09,Long,2689.855,3.72,10006.2606,-6.58,-0.07,2.62,0.03,-15.53,-0.16,15.04,0.15
837,Exit long,2024-11-08 14:32,Exit,2689.21,3.72,10002.0756,1.75,0.02,1.84,0.02,-3.09,-0.03,16.79,0.17
837,Entry long,2024-11-08 14:29,Long,2688.73,3.72,10002.0756,1.75,0.02,1.84,0.02,-3.09,-0.03,16.79,0.17
838,Exit long,2024-11-08 14:35,Exit,2689.295,3.72,10002.5034,1.64,0.02,1.71,0.02,-1.9,-0.02,18.42,0.18
838,Entry long,2024-11-08 14:33,Long,2688.845,3.72,10002.5034,1.64,0.02,1.71,0.02,-1.9,-0.02,18.42,0.18
839,Exit long,2024-11-08 14:41,Exit,2689.52,3.72,10003.6194,1.36,0.01,2.34,0.02,-1.92,-0.02,19.78,0.20
839,Entry long,2024-11-08 14:40,Long,2689.145,3.72,10003.6194,1.36,0.01,2.34,0.02,-1.92,-0.02,19.78,0.20
840,Exit long,2024-11-08 14:44,Exit,2690.015,3.72,10004.475,2.34,0.02,3.7,0.04,-0.35,0.00,22.13,0.22
840,Entry long,2024-11-08 14:43,Long,2689.375,3.72,10004.475,2.34,0.02,3.7,0.04,-0.35,0.00,22.13,0.22
841,Exit long,2024-11-08 14:57,Exit,2689.11,3.72,10006.056,-2.6,-0.03,3.29,0.03,-9.17,-0.09,19.52,0.20
841,Entry long,2024-11-08 14:47,Long,2689.8,3.72,10006.056,-2.6,-0.03,3.29,0.03,-9.17,-0.09,19.52,0.20
842,Exit long,2024-11-08 15:09,Exit,2688.645,3.72,10001.3874,0.33,0.00,1.54,0.02,-4.98,-0.05,19.86,0.20
842,Entry long,2024-11-08 15:02,Long,2688.545,3.72,10001.3874,0.33,0.00,1.54,0.02,-4.98,-0.05,19.86,0.20
843,Exit long,2024-11-08 15:11,Exit,2688.65,3.72,9999.6762,2.06,0.02,2.16,0.02,-0.48,0.00,21.92,0.22
843,Entry long,2024-11-08 15:10,Long,2688.085,3.72,9999.6762,2.06,0.02,2.16,0.02,-0.48,0.00,21.92,0.22
844,Exit long,2024-11-08 15:25,Exit,2688.675,3.72,10000.5876,1.25,0.01,1.71,0.02,-4.45,-0.04,23.17,0.23
844,Entry long,2024-11-08 15:17,Long,2688.33,3.72,10000.5876,1.25,0.01,1.71,0.02,-4.45,-0.04,23.17,0.23
845,Exit long,2024-11-08 15:33,Exit,2689.07,3.72,10001.3502,1.95,0.02,2.51,0.03,-1.51,-0.02,25.12,0.25
845,Entry long,2024-11-08 15:31,Long,2688.535,3.72,10001.3502,1.95,0.02,2.51,0.03,-1.51,-0.02,25.12,0.25
846,Exit long,2024-11-08 15:45,Exit,2686.995,3.72,10001.685,-6.1,-0.06,0,0.00,-11.01,-0.11,19.02,0.19
846,Entry long,2024-11-08 15:34,Long,2688.625,3.72,10001.685,-6.1,-0.06,0,0.00,-11.01,-0.11,19.02,0.19
847,Exit long,2024-11-08 16:38,Exit,2689.315,3.72,10001.2386,2.98,0.03,3.7,0.04,-2.57,-0.03,22,0.22
847,Entry long,2024-11-08 16:35,Long,2688.505,3.72,10001.2386,2.98,0.03,3.7,0.04,-2.57,-0.03,22,0.22
848,Exit long,2024-11-08 16:45,Exit,2688.43,3.72,9998.0766,2.85,0.03,2.92,0.03,-3.22,-0.03,24.84,0.25
848,Entry long,2024-11-08 16:41,Long,2687.655,3.72,9998.0766,2.85,0.03,2.92,0.03,-3.22,-0.03,24.84,0.25
849,Exit long,2024-11-08 16:59,Exit,2688.835,3.72,10002.429,0,0.00,0.54,0.01,-3.53,-0.04,24.84,0.25
849,Entry long,2024-11-08 16:55,Long,2688.825,3.72,10002.429,0,0.00,0.54,0.01,-3.53,-0.04,24.84,0.25
850,Exit long,2024-11-08 17:46,Exit,2690.72,3.72,10016.4534,-7.01,-0.07,2.55,0.03,-12.69,-0.13,17.83,0.18
850,Entry long,2024-11-08 17:23,Long,2692.595,3.72,10016.4534,-7.01,-0.07,2.55,0.03,-12.69,-0.13,17.83,0.18
851,Exit long,2024-11-08 17:50,Exit,2690.495,3.72,10006.6512,1.95,0.02,2.64,0.03,-2.34,-0.02,19.78,0.20
851,Entry long,2024-11-08 17:48,Long,2689.96,3.72,10006.6512,1.95,0.02,2.64,0.03,-2.34,-0.02,19.78,0.20
852,Exit long,2024-11-08 18:00,Exit,2688.58,3.72,10004.7912,-3.31,-0.03,0.04,0.00,-11.9,-0.12,16.47,0.16
852,Entry long,2024-11-08 17:51,Long,2689.46,3.72,10004.7912,-3.31,-0.03,0.04,0.00,-11.9,-0.12,16.47,0.16
853,Exit long,2024-11-08 18:15,Exit,2690.015,3.72,10004.7354,2.08,0.02,2.51,0.03,-0.06,0.00,18.55,0.19
853,Entry long,2024-11-08 18:14,Long,2689.445,3.72,10004.7354,2.08,0.02,2.51,0.03,-0.06,0.00,18.55,0.19
854,Exit long,2024-11-08 18:40,Exit,2689.95,3.72,10014.0912,-7.51,-0.08,0.58,0.01,-14.82,-0.15,11.04,0.11
854,Entry long,2024-11-08 18:30,Long,2691.96,3.72,10014.0912,-7.51,-0.08,0.58,0.01,-14.82,-0.15,11.04,0.11
855,Exit long,2024-11-08 18:51,Exit,2691.355,3.71,9984.81575,0.07,0.00,3.95,0.04,-2.41,-0.02,11.11,0.11
855,Entry long,2024-11-08 18:50,Long,2691.325,3.71,9984.81575,0.07,0.00,3.95,0.04,-2.41,-0.02,11.11,0.11
856,Exit long,2024-11-08 19:11,Exit,2693.6,3.71,9993.38585,-0.17,0.00,1.87,0.02,-11.35,-0.11,10.95,0.11
856,Entry long,2024-11-08 19:04,Long,2693.635,3.71,9993.38585,-0.17,0.00,1.87,0.02,-11.35,-0.11,10.95,0.11
857,Exit long,2024-11-08 19:28,Exit,2698.59,3.71,10010.71155,1.02,0.01,2.99,0.03,-0.37,0.00,11.97,0.12
857,Entry long,2024-11-08 19:27,Long,2698.305,3.71,10010.71155,1.02,0.01,2.99,0.03,-0.37,0.00,11.97,0.12
858,Exit long,2024-11-08 19:33,Exit,2699.96,3.71,10007.8734,8.94,0.09,9.33,0.09,-5.86,-0.06,20.91,0.21
858,Entry long,2024-11-08 19:29,Long,2697.54,3.71,10007.8734,8.94,0.09,9.33,0.09,-5.86,-0.06,20.91,0.21
859,Exit long,2024-11-08 19:52,Exit,2700.995,3.71,10020.5245,0.13,0.00,3.25,0.03,-10.93,-0.11,21.04,0.21
859,Entry long,2024-11-08 19:42,Long,2700.95,3.71,10020.5245,0.13,0.00,3.25,0.03,-10.93,-0.11,21.04,0.21
860,Exit long,2024-11-08 20:02,Exit,2699.125,3.71,10015.5902,-1.87,-0.02,0.91,0.01,-12.89,-0.13,19.17,0.19
860,Entry long,2024-11-08 19:57,Long,2699.62,3.71,10015.5902,-1.87,-0.02,0.91,0.01,-12.89,-0.13,19.17,0.19
861,Exit long,2024-11-08 20:04,Exit,2698.905,3.71,10010.71155,2.19,0.02,3.45,0.03,-1.76,-0.02,21.35,0.21
861,Entry long,2024-11-08 20:03,Long,2698.305,3.71,10010.71155,2.19,0.02,3.45,0.03,-1.76,-0.02,21.35,0.21
862,Exit long,2024-11-08 20:22,Exit,2692.76,3.71,10001.80755,-11.71,-0.12,9.09,0.09,-29.88,-0.30,9.65,0.10
862,Entry long,2024-11-08 20:05,Long,2695.905,3.71,10001.80755,-11.71,-0.12,9.09,0.09,-29.88,-0.30,9.65,0.10
863,Exit long,2024-11-08 23:44,Exit,2688.315,3.72,10000.0854,0.41,0.00,0.8,0.01,-1.13,-0.01,10.06,0.10
863,Entry long,2024-11-08 23:43,Long,2688.195,3.72,10000.0854,0.41,0.00,0.8,0.01,-1.13,-0.01,10.06,0.10
864,Exit long,2024-11-08 23:49,Exit,2687.99,3.72,10000.5132,-1.23,-0.01,1.21,0.01,-5.23,-0.05,8.83,0.09
864,Entry long,2024-11-08 23:45,Long,2688.31,3.72,10000.5132,-1.23,-0.01,1.21,0.01,-5.23,-0.05,8.83,0.09
865,Exit long,2024-11-08 23:51,Exit,2688.27,3.72,9998.4672,1.86,0.02,2.25,0.02,-0.61,-0.01,10.69,0.11
865,Entry long,2024-11-08 23:50,Long,2687.76,3.72,9998.4672,1.86,0.02,2.25,0.02,-0.61,-0.01,10.69,0.11
866,Exit long,2024-11-09 00:04,Exit,2687.085,3.72,9997.779,-1.86,-0.02,1.58,0.02,-8.17,-0.08,8.83,0.09
866,Entry long,2024-11-08 23:56,Long,2687.575,3.72,9997.779,-1.86,-0.02,1.58,0.02,-8.17,-0.08,8.83,0.09
867,Exit long,2024-11-09 01:37,Exit,2687.62,3.72,9995.5284,2.38,0.02,3.42,0.03,-2.92,-0.03,11.21,0.11
867,Entry long,2024-11-09 01:33,Long,2686.97,3.72,9995.5284,2.38,0.02,3.42,0.03,-2.92,-0.03,11.21,0.11
868,Exit long,2024-11-09 01:48,Exit,2686.985,3.72,9996.1608,-0.61,-0.01,0.95,0.01,-4.69,-0.05,10.6,0.11
868,Entry long,2024-11-09 01:39,Long,2687.14,3.72,9996.1608,-0.61,-0.01,0.95,0.01,-4.69,-0.05,10.6,0.11
869,Exit long,2024-11-09 01:59,Exit,2687.945,3.72,9997.035,2.08,0.02,2.19,0.02,-0.76,-0.01,12.68,0.13
869,Entry long,2024-11-09 01:57,Long,2687.375,3.72,9997.035,2.08,0.02,2.19,0.02,-0.76,-0.01,12.68,0.13
870,Exit long,2024-11-09 02:02,Exit,2688.08,3.72,9998.2812,1.34,0.01,1.62,0.02,-0.11,0.00,14.02,0.14
870,Entry long,2024-11-09 02:01,Long,2687.71,3.72,9998.2812,1.34,0.01,1.62,0.02,-0.11,0.00,14.02,0.14
871,Exit long,2024-11-09 02:10,Exit,2687.98,3.72,9998.0766,1.17,0.01,1.58,0.02,-3.33,-0.03,15.19,0.15
871,Entry long,2024-11-09 02:05,Long,2687.655,3.72,9998.0766,1.17,0.01,1.58,0.02,-3.33,-0.03,15.19,0.15
872,Exit long,2024-11-09 02:14,Exit,2687.79,3.72,9998.1696,0.37,0.00,0.56,0.01,-0.33,0.00,15.56,0.16
872,Entry long,2024-11-09 02:12,Long,2687.68,3.72,9998.1696,0.37,0.00,0.56,0.01,-0.33,0.00,15.56,0.16
873,Exit long,2024-11-09 02:17,Exit,2687.725,3.72,9996.9048,1.4,0.01,1.66,0.02,-1.62,-0.02,16.96,0.17
873,Entry long,2024-11-09 02:15,Long,2687.34,3.72,9996.9048,1.4,0.01,1.66,0.02,-1.62,-0.02,16.96,0.17
874,Exit long,2024-11-09 02:42,Exit,2685.35,3.72,9997.6488,-8.18,-0.08,0,0.00,-11.25,-0.11,8.77,0.09
874,Entry long,2024-11-09 02:18,Long,2687.54,3.72,9997.6488,-8.18,-0.08,0,0.00,-11.25,-0.11,8.77,0.09
875,Exit long,2024-11-11 06:44,Exit,2678.895,3.72,9986.6376,-21.19,-0.21,1.4,0.01,-31.15,-0.31,-12.41,-0.12
875,Entry long,2024-11-11 06:28,Long,2684.58,3.72,9986.6376,-21.19,-0.21,1.4,0.01,-31.15,-0.31,-12.41,-0.12
876,Exit long,2024-11-11 11:01,Exit,2669.465,3.73,9967.47385,-10.41,-0.10,0.17,0.00,-19.6,-0.20,-22.82,-0.23
876,Entry long,2024-11-11 10:43,Long,2672.245,3.73,9967.47385,-10.41,-0.10,0.17,0.00,-19.6,-0.20,-22.82,-0.23
877,Exit long,2024-11-11 11:33,Exit,2670.205,3.73,9960.64795,-0.82,-0.01,0.34,0.00,-8.22,-0.08,-23.64,-0.24
877,Entry long,2024-11-11 11:24,Long,2670.415,3.73,9960.64795,-0.82,-0.01,0.34,0.00,-8.22,-0.08,-23.64,-0.24
878,Exit long,2024-11-11 11:45,Exit,2670.99,3.73,9962.1213,0.63,0.01,1.21,0.01,-0.63,-0.01,-23,-0.23
878,Entry long,2024-11-11 11:44,Long,2670.81,3.73,9962.1213,0.63,0.01,1.21,0.01,-0.63,-0.01,-23,-0.23
879,Exit long,2024-11-11 11:57,Exit,2673.835,3.73,9969.544,3.82,0.04,4.01,0.04,-0.45,0.00,-19.18,-0.19
879,Entry long,2024-11-11 11:56,Long,2672.8,3.73,9969.544,3.82,0.04,4.01,0.04,-0.45,0.00,-19.18,-0.19
880,Exit long,2024-11-11 11:59,Exit,2673.385,3.73,9969.71185,1.98,0.02,3.02,0.03,-0.02,0.00,-17.2,-0.17
880,Entry long,2024-11-11 11:58,Long,2672.845,3.73,9969.71185,1.98,0.02,3.02,0.03,-0.02,0.00,-17.2,-0.17
881,Exit long,2024-11-11 12:01,Exit,2673.405,3.73,9968.9099,2.85,0.03,3.45,0.03,-0.3,0.00,-14.35,-0.14
881,Entry long,2024-11-11 12:00,Long,2672.63,3.73,9968.9099,2.85,0.03,3.45,0.03,-0.3,0.00,-14.35,-0.14
882,Exit long,2024-11-11 12:14,Exit,2672.91,3.73,9969.15235,0.76,0.01,1.88,0.02,-4.05,-0.04,-13.59,-0.14
882,Entry long,2024-11-11 12:04,Long,2672.695,3.73,9969.15235,0.76,0.01,1.88,0.02,-4.05,-0.04,-13.59,-0.14
883,Exit long,2024-11-11 12:18,Exit,2672.6,3.73,9967.39925,1.36,0.01,1.77,0.02,-0.99,-0.01,-12.22,-0.12
883,Entry long,2024-11-11 12:16,Long,2672.225,3.73,9967.39925,1.36,0.01,1.77,0.02,-0.99,-0.01,-12.22,-0.12
884,Exit long,2024-11-11 12:20,Exit,2672.725,3.73,9967.39925,1.83,0.02,1.9,0.02,-1.1,-0.01,-10.4,-0.10
884,Entry long,2024-11-11 12:19,Long,2672.225,3.73,9967.39925,1.83,0.02,1.9,0.02,-1.1,-0.01,-10.4,-0.10
885,Exit long,2024-11-11 12:44,Exit,2671.59,3.73,9970.04755,-5.05,-0.05,0.69,0.01,-13.09,-0.13,-15.45,-0.15
885,Entry long,2024-11-11 12:34,Long,2672.935,3.73,9970.04755,-5.05,-0.05,0.69,0.01,-13.09,-0.13,-15.45,-0.15
886,Exit long,2024-11-11 12:59,Exit,2671.95,3.73,9966.50405,-0.17,0.00,0.28,0.00,-3.8,-0.04,-15.62,-0.16
886,Entry long,2024-11-11 12:53,Long,2671.985,3.73,9966.50405,-0.17,0.00,0.28,0.00,-3.8,-0.04,-15.62,-0.16
887,Exit long,2024-11-11 13:09,Exit,2671.82,3.73,9965.7021,0.15,0.00,0.58,0.01,-5.74,-0.06,-15.47,-0.15
887,Entry long,2024-11-11 13:01,Long,2671.77,3.73,9965.7021,0.15,0.00,0.58,0.01,-5.74,-0.06,-15.47,-0.15
888,Exit long,2024-11-11 16:19,Exit,2669.005,3.73,9969.37615,-14.02,-0.14,2.2,0.02,-17.77,-0.18,-29.49,-0.29
888,Entry long,2024-11-11 15:55,Long,2672.755,3.73,9969.37615,-14.02,-0.14,2.2,0.02,-17.77,-0.18,-29.49,-0.29
889,Exit long,2024-11-12 00:26,Exit,2618.85,3.8,9947.45,4.14,0.04,4.77,0.05,-1.6,-0.02,-25.35,-0.25
889,Entry long,2024-11-12 00:22,Long,2617.75,3.8,9947.45,4.14,0.04,4.77,0.05,-1.6,-0.02,-25.35,-0.25
890,Exit long,2024-11-12 00:44,Exit,2619.24,3.8,9952.238,0.84,0.01,1.84,0.02,-4.01,-0.04,-24.52,-0.25
890,Entry long,2024-11-12 00:37,Long,2619.01,3.8,9952.238,0.84,0.01,1.84,0.02,-4.01,-0.04,-24.52,-0.25
891,Exit long,2024-11-12 00:55,Exit,2619.81,3.8,9953.283,1.96,0.02,2.28,0.02,-1.96,-0.02,-22.56,-0.23
891,Entry long,2024-11-12 00:52,Long,2619.285,3.8,9953.283,1.96,0.02,2.28,0.02,-1.96,-0.02,-22.56,-0.23
892,Exit long,2024-11-12 01:01,Exit,2619.745,3.8,9954.708,0.28,0.00,0.7,0.01,-2.66,-0.03,-22.27,-0.22
892,Entry long,2024-11-12 00:58,Long,2619.66,3.8,9954.708,0.28,0.00,0.7,0.01,-2.66,-0.03,-22.27,-0.22
893,Exit long,2024-11-12 01:11,Exit,2619.405,3.8,9953.454,0.25,0.00,0.59,0.01,-4.46,-0.04,-22.03,-0.22
893,Entry long,2024-11-12 01:04,Long,2619.33,3.8,9953.454,0.25,0.00,0.59,0.01,-4.46,-0.04,-22.03,-0.22
894,Exit long,2024-11-12 01:21,Exit,2619.63,3.8,9953.739,0.82,0.01,1.29,0.01,-0.02,0.00,-21.21,-0.21
894,Entry long,2024-11-12 01:20,Long,2619.405,3.8,9953.739,0.82,0.01,1.29,0.01,-0.02,0.00,-21.21,-0.21
895,Exit long,2024-11-12 01:27,Exit,2619.485,3.81,9978.14235,2.06,0.02,2.08,0.02,-1.31,-0.01,-19.15,-0.19
895,Entry long,2024-11-12 01:24,Long,2618.935,3.81,9978.14235,2.06,0.02,2.08,0.02,-1.31,-0.01,-19.15,-0.19
896,Exit long,2024-11-12 01:30,Exit,2619.36,3.81,9979.66635,0.06,0.00,0.38,0.00,-0.95,-0.01,-19.1,-0.19
896,Entry long,2024-11-12 01:28,Long,2619.335,3.81,9979.66635,0.06,0.00,0.38,0.00,-0.95,-0.01,-19.1,-0.19
897,Exit long,2024-11-12 01:45,Exit,2622.15,3.8,9962.118,2.01,0.02,2.32,0.02,-0.02,0.00,-17.08,-0.17
897,Entry long,2024-11-12 01:43,Long,2621.61,3.8,9962.118,2.01,0.02,2.32,0.02,-0.02,0.00,-17.08,-0.17
898,Exit long,2024-11-12 01:48,Exit,2622.33,3.8,9964.037,0.78,0.01,1.14,0.01,-0.17,0.00,-16.3,-0.16
898,Entry long,2024-11-12 01:47,Long,2622.115,3.8,9964.037,0.78,0.01,1.14,0.01,-0.17,0.00,-16.3,-0.16
899,Exit long,2024-11-12 01:56,Exit,2622.525,3.8,9962.764,2.79,0.03,2.98,0.03,-0.34,0.00,-13.51,-0.14
899,Entry long,2024-11-12 01:53,Long,2621.78,3.8,9962.764,2.79,0.03,2.98,0.03,-0.34,0.00,-13.51,-0.14
900,Exit long,2024-11-12 02:01,Exit,2623.235,3.8,9965.196,3.06,0.03,3.12,0.03,-0.59,-0.01,-10.45,-0.10
900,Entry long,2024-11-12 01:59,Long,2622.42,3.8,9965.196,3.06,0.03,3.12,0.03,-0.59,-0.01,-10.45,-0.10
901,Exit long,2024-11-12 02:11,Exit,2623.5,3.8,9968.065,1.2,0.01,1.63,0.02,-2.62,-0.03,-9.25,-0.09
901,Entry long,2024-11-12 02:08,Long,2623.175,3.8,9968.065,1.2,0.01,1.63,0.02,-2.62,-0.03,-9.25,-0.09
902,Exit long,2024-11-12 02:35,Exit,2623.05,3.8,9975.893,-8.34,-0.08,0,0.00,-12.27,-0.12,-17.59,-0.18
902,Entry long,2024-11-12 02:22,Long,2625.235,3.8,9975.893,-8.34,-0.08,0,0.00,-12.27,-0.12,-17.59,-0.18
903,Exit long,2024-11-12 02:44,Exit,2622.89,3.8,9965.918,1.03,0.01,1.2,0.01,-0.72,-0.01,-16.57,-0.17
903,Entry long,2024-11-12 02:40,Long,2622.61,3.8,9965.918,1.03,0.01,1.2,0.01,-0.72,-0.01,-16.57,-0.17
904,Exit long,2024-11-12 02:54,Exit,2622.845,3.8,9966.431,0.34,0.00,0.59,0.01,-0.99,-0.01,-16.23,-0.16
904,Entry long,2024-11-12 02:50,Long,2622.745,3.8,9966.431,0.34,0.00,0.59,0.01,-0.99,-0.01,-16.23,-0.16
905,Exit long,2024-11-12 02:58,Exit,2622.77,3.8,9965.975,0.51,0.01,0.84,0.01,-1.01,-0.01,-15.71,-0.16
905,Entry long,2024-11-12 02:56,Long,2622.625,3.8,9965.975,0.51,0.01,0.84,0.01,-1.01,-0.01,-15.71,-0.16
906,Exit long,2024-11-12 04:35,Exit,2621.2,3.8,9965.595,-5.07,-0.05,0.1,0.00,-12.27,-0.12,-20.79,-0.21
906,Entry long,2024-11-12 02:59,Long,2622.525,3.8,9965.595,-5.07,-0.05,0.1,0.00,-12.27,-0.12,-20.79,-0.21
907,Exit long,2024-11-12 05:00,Exit,2622.075,3.8,9963.277,0.57,0.01,1.05,0.01,-0.17,0.00,-20.22,-0.20
907,Entry long,2024-11-12 04:58,Long,2621.915,3.8,9963.277,0.57,0.01,1.05,0.01,-0.17,0.00,-20.22,-0.20
908,Exit long,2024-11-12 05:12,Exit,2623.045,3.8,9966.431,1.1,0.01,1.2,0.01,-0.04,0.00,-19.11,-0.19
908,Entry long,2024-11-12 05:11,Long,2622.745,3.8,9966.431,1.1,0.01,1.2,0.01,-0.04,0.00,-19.11,-0.19
909,Exit long,2024-11-12 05:15,Exit,2623.12,3.8,9967.077,0.74,0.01,0.76,0.01,-0.32,0.00,-18.37,-0.18
909,Entry long,2024-11-12 05:13,Long,2622.915,3.8,9967.077,0.74,0.01,0.76,0.01,-0.32,0.00,-18.37,-0.18
910,Exit long,2024-11-12 05:19,Exit,2623.1,3.8,9966.925,0.82,0.01,1.03,0.01,-1.29,-0.01,-17.56,-0.18
910,Entry long,2024-11-12 05:18,Long,2622.875,3.8,9966.925,0.82,0.01,1.03,0.01,-1.29,-0.01,-17.56,-0.18
911,Exit long,2024-11-12 05:22,Exit,2623.23,3.8,9966.773,1.46,0.01,1.54,0.02,-0.34,0.00,-16.09,-0.16
911,Entry long,2024-11-12 05:21,Long,2622.835,3.8,9966.773,1.46,0.01,1.54,0.02,-0.34,0.00,-16.09,-0.16
912,Exit long,2024-11-12 05:37,Exit,2623.355,3.8,9969.756,-1.04,-0.01,0,0.00,-3.65,-0.04,-17.14,-0.17
912,Entry long,2024-11-12 05:31,Long,2623.62,3.8,9969.756,-1.04,-0.01,0,0.00,-3.65,-0.04,-17.14,-0.17
913,Exit long,2024-11-12 05:44,Exit,2622.935,3.8,9966.583,0.53,0.01,1.44,0.01,-1.82,-0.02,-16.61,-0.17
913,Entry long,2024-11-12 05:38,Long,2622.785,3.8,9966.583,0.53,0.01,1.44,0.01,-1.82,-0.02,-16.61,-0.17
914,Exit long,2024-11-12 05:55,Exit,2623.56,3.8,9967.419,2.07,0.02,2.11,0.02,-1.24,-0.01,-14.54,-0.15
914,Entry long,2024-11-12 05:49,Long,2623.005,3.8,9967.419,2.07,0.02,2.11,0.02,-1.24,-0.01,-14.54,-0.15
915,Exit long,2024-11-12 05:58,Exit,2623.935,3.8,9966.393,4.52,0.05,4.73,0.05,-0.66,-0.01,-10.01,-0.10
915,Entry long,2024-11-12 05:56,Long,2622.735,3.8,9966.393,4.52,0.05,4.73,0.05,-0.66,-0.01,-10.01,-0.10
916,Exit long,2024-11-12 06:05,Exit,2623.95,3.8,9969.224,1.75,0.02,2.17,0.02,-0.02,0.00,-8.27,-0.08
916,Entry long,2024-11-12 06:04,Long,2623.48,3.8,9969.224,1.75,0.02,2.17,0.02,-0.02,0.00,-8.27,-0.08
917,Exit long,2024-11-12 06:09,Exit,2623.875,3.8,9967.818,2.87,0.03,2.95,0.03,-0.06,0.00,-5.4,-0.05
917,Entry long,2024-11-12 06:06,Long,2623.11,3.8,9967.818,2.87,0.03,2.95,0.03,-0.06,0.00,-5.4,-0.05
918,Exit long,2024-11-12 06:14,Exit,2623.79,3.8,9968.863,1.5,0.02,1.58,0.02,-0.13,0.00,-3.9,-0.04
918,Entry long,2024-11-12 06:12,Long,2623.385,3.8,9968.863,1.5,0.02,1.58,0.02,-0.13,0.00,-3.9,-0.04
919,Exit long,2024-11-12 06:18,Exit,2624.205,3.8,9970.345,1.6,0.02,1.84,0.02,-0.23,0.00,-2.3,-0.02
919,Entry long,2024-11-12 06:17,Long,2623.775,3.8,9970.345,1.6,0.02,1.84,0.02,-0.23,0.00,-2.3,-0.02
920,Exit long,2024-11-12 06:30,Exit,2624.075,3.81,9997.49715,0.19,0.00,0.65,0.01,-1.58,-0.02,-2.11,-0.02
920,Entry long,2024-11-12 06:25,Long,2624.015,3.81,9997.49715,0.19,0.00,0.65,0.01,-1.58,-0.02,-2.11,-0.02
921,Exit long,2024-11-12 06:42,Exit,2624.07,3.81,9995.4969,2.17,0.02,4.27,0.04,-4.38,-0.04,0.06,0.00
921,Entry long,2024-11-12 06:34,Long,2623.49,3.81,9995.4969,2.17,0.02,4.27,0.04,-4.38,-0.04,0.06,0.00
922,Exit long,2024-11-12 07:01,Exit,2620.59,3.81,9995.4969,-11.09,-0.11,0.32,0.00,-16.06,-0.16,-11.02,-0.11
922,Entry long,2024-11-12 06:45,Long,2623.49,3.81,9995.4969,-11.09,-0.11,0.32,0.00,-16.06,-0.16,-11.02,-0.11
